cluster_id,n,predicados_top,ejemplos,tipo_label
reltype:158,34,"[[""derivar a"", 28], [""derivar de"", 3], [""sintetizar"", 3]]","[""“Es importante que el registro de datos que se hace en la declaración jurada sea verídico porque la información que se recabe (en el monitoreo) se transmitirá al centro nacional de enlace, que a su vez la derivará a los establecimientos de salud de las jurisdicciones donde los pasajeros cumplen la cuarentena”."", ""El texto ha sido derivado a las comisiones de Constitución y Reglamento, y de Defensa del Consumidor."", ""Asimismo, cualquier persona que conozca de un acto que transgreda las disposiciones que regulan el proceso de vacunación, tiene la obligación de denunciarlo a través de la Plataforma Digital Única de Denuncias del Ciudadano, cuyo dominio en Internet es denuncias.servicios.gob.pe, o por cualquier otro medio que permita ser derivada a la Oficina de Integridad Institucional, o la que haga sus veces en las entidades públicas, o directamente a la Contraloría General de la República a través de su Plataforma de Denuncias, para que se inicien las acciones administrativas.""]",
reltype:159,34,"[[""hallar"", 34]]","[""Piura: hallan irregularidades en adjudicación de obra vial de municipio de Tambo Grande\nLa Contraloría General identificó un perjuicio económico de 520,920.30 soles en el otorgamiento de buena pro de la obra de mejoramiento del servicio de transitabilidad en los centros poblados de Malingas, Pueblo Libre, Monteverde Bajo, Monteverde Alto y Salinas, en el distrito de Tambo Grande, región Piura, debido a la exigencia de requisitos no establecidos en las bases y otras irregularidades."", ""Hallan restos arqueológicos debajo de la alameda Chabuca Granda\nEn el marco de los estudios preliminares del Proyecto de Recuperación del Entorno Paisajístico del Río Rímac, la Municipalidad de Lima halló los restos de lo que sería el molino de Aliaga, una antigua construcción ubicada debajo de la alameda Chabuca Granda y que representa a la <a href=\""https://andina.pe/agencia/noticia-con-tradicionales-camaretazos-se-inician-celebraciones-por-486-aniversario-lima-830204.aspx\"" target=\""_blank\"" class=\""ApplyClass\"">Lima antigua</a>."", ""Universitario: Indecopi halló irregularidades en el proceso concursal\nEl Instituto Nacional de Defensa de la Competencia y de la Protección de la Propiedad Intelectual (Indecopi) presentó los resultados del informe final de la investigación del proceso concursal de Universitario de Deportes.""]",
reltype:160,33,"[[""movilizar en"", 9], [""movilizar"", 6], [""movilizar a"", 6], [""movilizar para"", 4], [""movilizar al"", 3], [""movilizar el"", 3], [""se movilizar"", 1], [""supervivar en"", 1]]","[""El programa Provías Nacional ha movilizado maquinaria pesada a la zona de la emergencia."", ""La entidad de Salud movilizó un equipo de 10 brigadistas de intervención inicial en emergencias y desastres y 9 profesionales de la salud de la Red Arequipa-Caylloma, quienes verificaron el estado de salud de las personas, realizando la medición de la temperatura y saturación de oxígeno a todos los viajeros que llegaron a nuestra ciudad."", ""Además, podrán movilizar casos de emergencia médica o a quienes se dirijan al aeropuerto y tengan el respectivo boleto aéreo.""]",
reltype:161,32,"[[""comprar por"", 10], [""comprar para"", 8], [""comprar a"", 3], [""comprar de"", 2], [""comprar en"", 2], [""comprar mediante"", 1], [""se vender a"", 1], [""se vender en"", 1]]","[""Convenio para el transporte de vacunas de Sinopharm En otro momento, la titular del Minsa informó que hoy se firmó convenio para transporte aéreo de las vacunas contra la covid-19 que el gobierno peruano compró a Sinopharm."", ""También lea: [ Elecciones 2021: Julio Guzmán se compromete a luchar contra la corrupción ] Asimismo, anunció Compras Myperú, una propuesta en donde se busca que el Estado le compre exclusivamente a las micro y pequeñas empresas durante un año, para apoyar a los negocios más afectados por la pandemia."", ""De las 500.000 vacunas Sinopharm, 400.000 han sido compradas por el Estado de Bolivia y el resto han sido donadas por el Gobierno chino.""]",
reltype:162,32,"[[""impactar en"", 24], [""impactar"", 8]]","[""Finalmente, dispone que previamente a la realización de cualquier proyecto de obra de infraestructura vial, agropecuaria, minera, entre otros, que pudiese impactar el paisaje cultural declarado como bien integrante del Patrimonio Cultural de la Nación, deberá ser evaluado conforme a la normativa del Ministerio de Cultura."", ""El director ejecutivo de la entidad promotora, Rafael Ugaz, precisó que el objetivo común es fomentar flujos de inversión entre Perú y España, especialmente en una coyuntura que ha impactado la economía mundial y en donde la promoción de la inversión privada es un factor clave para recuperar el crecimiento económico y el desarrollo social."", ""Asimismo, puso especial énfasis en que el ahorro de agua impacta directamente en la economía familiar , “en esta época donde no solo la salud es golpeada, sino también la economía, es importante tomar conciencia de que algunas malas prácticas incrementan el monto a pagar a fin de mes en el recibo”.""]",
reltype:163,32,"[[""interponer"", 24], [""interactuir con"", 3], [""intercedeer ante"", 2], [""interconectar por"", 2], [""interconectar"", 1]]","[""Universitario es el club que más interactua con sus hinchas en el Perú\nUniversitario es el club peruano que tuvo más interacciones con sus hinchas a través de la redes sociales, así lo determinó Deportes & Finanzas, un sitio web dedicado al estudio de las plataformas digitales deportivas."", ""El Minem, por su parte, informó que intercederá ante el Ministerio del Ambiente para que se atienda el pedido."", ""La carretera, de nivel departamental, interconecta los poblados de la jurisdicción de las provincias Lamas y San Martín.""]",
reltype:164,32,"[[""monitorear desde"", 15], [""monitorear por"", 6], [""monitoreacer"", 4], [""monitorear"", 4], [""monitorear de"", 3]]","[""Monitorearán ecosistemas de la Reserva Nacional de Junín desde el espacio\nUn equipo de investigadores de Perú y Portugal estudiará los ecosistemas altoandinos de la Reserva Nacional de Junín en base a un análisis de imágenes satelitales."", ""Además, un equipo de médicos de Sisol Salud monitoreará diariamente, vía telefónica, la evolución de cada paciente."", ""Para el eje de Alerta e Información Temprana, desde el Ministerio de Cultura se viene monitoreando el estado de salud de más de 20,000 ciudadanos pertenecientes a los pueblos indígenas, labor que es ejecutada por los facilitadores interculturales de la estrategia de alertas para la identificación de casos sospechosos de covid-19 en 20 regiones que involucran a 36 de los 55 pueblos indígenas.""]",
reltype:165,32,"[[""se denominar"", 15], [""denominar a"", 12], [""denominar"", 3], [""denominar al"", 2]]","[""Más específicamente la fase luego de la Luna Nueva es denominada \""Creciente\"" debido a que podemos ver no más de un cuarto de la Luna en este punto."", ""Mira aquí su plan de gobierno de AP Partido Democrático Somos Perú Somos Perú, que presenta como candidato a la presidencia al excongresista Daniel Salaverry, denominó a su plan de gobierno “Con el Pueblo, Construyendo Juntos el Perú del Bicentenario”."", ""La candidata de Fuerza Popular, Keiko Fujimori, anunció que, de llegar al gobierno, pondrá en marcha desde el 28 de julio, una gran cruzada nacional a la que denominó \""Suma de vacunas\"", cuyo objetivo es que a fines del 2021 todos los peruanos estén vacunados contra el covid 19 \""Estado más privados todos vacunados\"" señaló la candidata al indicar que es necesario adoptar una medida sin precedentes como es convocar al empresariado y formar una gran alianza \""para salvar la vida a nuestro pueblo\"".""]",
reltype:166,31,"[[""motivar"", 23], [""motivar a"", 6], [""motivar el para"", 1], [""motivar por"", 1]]","[""La fundición impulsó también el desarrollo del ferrocarril Pasco-La Oroya, la instalación de las plantas generadoras de energía eléctrica, que motivaron un gran avance en las comunicaciones, servicios e integración entre Cerro de Pasco, ciudades, poblados y minas de la región."", ""Esta omisión, a criterio del Jurado Electoral Especial (JEE) Lima Centro 1, motivó el retiro del proceso electoral, pues las declaraciones juradas contribuyen al proceso de formación de la voluntad popular y se requiere optimizar el principio de transparencia y la veracidad."", ""La ausencia de áreas verdes motivaron a que Maribel Zamata, docente formada en la Universidad Nacional Enrique Guzmán y Valle -La Cantuta, a interesarse por el compostaje como un medio para generar un bello jardín para ella y sus hijos.""]",
reltype:167,29,"[[""concertar de"", 15], [""concertar a"", 8], [""concertar para"", 4], [""concertar"", 2]]","[""El objetivo es concertar y elaborar un Plan de Acción Integral conducente a desarrollar labores de articulación orientadas a atender la problemática de la cuenca del río Coata, precisa la Resolución de Secretaría de Gestión Social y Diálogo N° 002-2021-PCM/SGSD, publicada hoy en el Boletín de Normas Legales del Diario El Peruano."", ""Petroperú emitirá bonos hasta por US$ 1,000 millones\nCon la finalidad de financiar parcialmente la modernización de la Refinería Talara, el Ministerio de Economía y Finanzas (MEF) autorizó a Petróleos del Perú (Petroperú) a concertar una operación de endeudamiento externo sin la garantía del Gobierno Nacional, bajo la modalidad de emisiones de bonos, hasta por 1,000 millones de dólares."", ""Con la finalidad de financiar parcialmente la modernización de la Refinería Talara, el Ministerio de Economía y Finanzas (MEF) autorizó a Petróleos del Perú (Petroperú) a concertar una operación de endeudamiento externo sin la garantía del Gobierno Nacional, bajo la modalidad de emisiones de bonos, hasta por 1,000 millones de dólares.""]",
reltype:168,29,"[[""escuchar"", 10], [""escuchar en"", 8], [""escuchar por"", 6], [""escuchar a"", 1], [""escuchar durante"", 1], [""escuchar para"", 1], [""escuchar tras"", 1], [""se escuchar para"", 1]]","[""Presidente Sagasti escuchó propuestas del Colegio Médico contra la pandemia\nEl presidente de la República, Francisco Sagasti, se reunió esta tarde con integrantes del Colegio Médico del Perú, donde se resaltó la voluntad del Gobierno por escuchar propuestas de lucha contra el covid-19 en el territorio nacional."", ""[Lea también: Presidente Sagasti escuchó propuestas del Colegio Médico contra la pandemia ] En la víspera, el Jefe del Estado se reunió con integrantes del Colegio Médico del Perú, ante quienes resaltó la voluntad del Gobierno por escuchar propuestas de lucha contra el covid-19 en el territorio nacional."", ""La Comisión Permanente del Congreso escuchó los descargos del ex juez supremo César Hinostroza, quien fugó a España luego de que se difundieran los CNM Audios y responde a la denuncia constitucional en su contra por liderar la organización criminal los Cuellos Blancos del Puerto y por patrocinio ilegal.""]",
reltype:169,29,"[[""perjudicar"", 21], [""perjudicar al"", 3], [""perjudicar con"", 2], [""perjudicar en"", 2], [""se perjudicar"", 1]]","[""Las tarjetas de créditos sin utilización perjudican la capacidad de endeudamiento de las personas a la hora de calificar para un préstamo, sostuvo hoy la jefa del departamento de servicios al ciudadano de la Superintendencia de Banca, Seguros y AFP (SBS), Patricia Willstatter."", ""Las tarjetas de créditos sin usar perjudican la capacidad de endeudamiento de las personas a la hora de calificar para un préstamo, sostuvo la jefa del departamento de servicios al ciudadano de la Superintendencia de Banca, Seguros y AFP (SBS), Patricia Willstatter."", ""Por ejemplo, refirió el sector, los estudiantes de las zonas altoandinas, donde se presentan las heladas, contarán con un espacio abrigado que no perjudique su salud ni el desarrollo de sus actividades pedagógicas, mientras que los niños de la selva podrán estudiar en un ambiente fresco y ventilado, protegidos de los vientos y la radiación solar.""]",
reltype:170,28,"[[""regular para"", 12], [""regular"", 9], [""regular con"", 4], [""regular por"", 2], [""regular a"", 1]]","[""Tras verificar lo hallado, el representante del Ministerio Público dispuso la interdicción de los bienes, según lo establecido en el Decreto Legislativo 1100, el cual regula la interdicción de la minería ilegal en toda la República y establece medidas complementarias."", ""Durante la capacitación, que se desarrolló de manera virtual y contó con más de 100 personas, especialistas de la ATU y del Ministerio de Transportes y Comunicaciones (MTC) explicaron a los participantes sobre sus obligaciones y derechos establecidos en la normatividad que regula el servicio de transporte público, además de acciones para fomentar el respeto y empoderamiento de las mujeres como usuarias y en la gestión y operación del transporte público."", ""Según informó el Organismo Supervisor de las Contrataciones del Estado (OSCE), dicha cifra de entidades es resultado de la supervisión al cumplimiento de lo dispuesto en el artículo 48 del Texto Único Ordenado de la Ley de Contrataciones del Estado y la directiva que regula el acceso y registro de información en el Seace, correspondiente al período comprendido entre el 1 de octubre del 2020 y el 28 de febrero del 2021.""]",
reltype:171,27,"[[""romper"", 13], [""romper a"", 7], [""cortar"", 2], [""cortar para"", 2], [""quebrantar"", 2], [""romper con"", 1]]","[""“Juntos podremos cortar esta cadena de contagios."", ""Ministra Esparch: éxito y fin de la cuarentena depende de todos\nDe todos dependerá el éxito de la cuarentena y de que esta no se extienda, señaló hoy la ministra de Defensa, Nuria Esparch, quien apeló a la conciencia cívica para cortar la cadena de transmisión del covid-19."", ""De todos dependerá el éxito de la cuarentena y de que esta no se extienda, señaló hoy la ministra de Defensa, Nuria Esparch, quien apeló a la conciencia cívica para cortar la cadena de transmisión del covid-19.""]",
reltype:172,27,"[[""se restringir"", 8], [""limitar para"", 5], [""restringir en"", 5], [""restringir para"", 3], [""confinar a"", 2], [""limitar a"", 1], [""restringir ante"", 1], [""se limitar"", 1]]","[""Ordenan confinar la mayor parte de Italia a partir del lunes\nLa mayor parte de Italia deberá permanecer confinada a partir del lunes en el marco de las nuevas restricciones por el aumento de los contagios de covid-19 , indicó este viernes en un comunicado el Ministerio de Salud."", ""A pesar del efecto causado por la pandemia del coronavirus, que limitó la minería a sus actividades críticas buscando salvaguardar la salud de trabajadores y comunidades, así como la protección del ambiente, la producción de estaño y molibdeno registró un incremento entre enero y noviembre del 2020, frente al mismo periodo del 2019."", ""Los equipos de rescate están en el lugar para distribuir gel y mascarillas, \""para limitar el riesgo de propagación del virus dentro del evento\"", que fue prohibido por decreto de la prefectura de Policía.""]",
reltype:173,26,"[[""repetir"", 10], [""se repetir de"", 6], [""se repetir en"", 4], [""repetir en"", 3], [""se repetir durante"", 2], [""repetir ante"", 1]]","[""El texto aprobado hoy en la Comisión de Defensa del Consumidor del Congreso de la República repite los mismos aspectos inconstitucionales advertidos desde el Poder Ejecutivo, y ha votado por la insistencia en esta ley mediante explicaciones sin mayor profundidad ni deliberación y sin considerar los intereses del público ahorrista al que el Estado debe proteger."", ""Preguntado por su derroche físico y si lo podrá repetir ante el Real Madrid el próximo fin de semana, el peruano indicó que “uno trata de hacer su trabajo siempre, pero estoy preparado, terminé bien así que es una buena señal\""."", ""En todo momento la adulta mayor repetía “por fin voy a ver a mi hijo”, doña Julia estuvo acompañada de su nieta que es licenciada de enfermería en el Seguro Social de Salud.""]",
reltype:174,25,"[[""apostar por"", 10], [""apostar en"", 9], [""apostar de"", 4], [""apostar"", 1], [""apostar segun"", 1]]","[""También podemos apostar que el primer equipo en anotar será Boca, con cuota de 2.04; o que será Santos, con cuota de 2.13."", ""De esta manera, el Gobierno peruano ha apostado por impulsar el desarrollo de proyectos a través del Plan Nacional de Infraestructura para la Competitividad, que prioriza 52 proyectos por un monto de inversión del orden de los 30,000 millones de dólares, de los cuales el 60 % se ejecutará en la modalidad de APP."", ""En momentos difíciles de la producción petrolera en la selva peruana, y en un escenario de retracción de las inversiones a nivel nacional, PetroTal apuesta por incrementar su actividad de perforación en el Lote 95, y continuar impulsando los proyectos de desarrollo de las comunidades de su entorno, dentro del marco del Plan de Cierre de Brechas del gobierno peruano.""]",
reltype:175,25,"[[""conceder contra"", 17], [""conceder a"", 4], [""conceder"", 3], [""conceder tras"", 1]]","[""La Agencia Nacional de vigilancia Sanitaria (Anvisa) de Brasil concedió este martes el registro en carácter definitivo para la vacuna Cominarty, desarrollada por la farmacéutica estadounidense Pfizer y el laboratorio BioNtech, el primero en esa instancia otorgado por el país suramericano."", ""Puede leer: Variante británica, si una persona contagiaba a 2 o 3, ahora contagiará a 5, 6 o 7 En la entrevista que concedió a Canal N , Mejía advirtió que a pesar de los esfuerzos realizados por incrementar puntos de oxígeno en la periferia y mejorar la parte diagnóstica, ningún sistema de salud soportará el incremento notable de casos por covid-19 , a causa del mal comportamiento de las personas ."", ""concede Estatus de Protección Temporal a venezolanos en su territorio\nEl gobierno de Joe Biden anunció este lunes que Estados Unidos otorgará un Estatus de Protección Temporal (TPS en inglés) a cerca de 300,000 venezolanos que están en su territorio, una medida que impide su deportación y les permite trabajar.""]",
reltype:176,25,"[[""correr a"", 16], [""correr"", 4], [""correr por"", 3], [""correr contra"", 2]]","[""En esta zona, el río Tambillo ha elevado su caudal peligrosamente y varias viviendas de Ocoroyo, ubicadas en las riberas del torrente, corren el riesgo de ser destruidas; por lo que las autoridades locales hacen un llamado urgente a las autoridades de Defensa Civil para que los apoyen."", ""Las evidencias arqueológicas de un sector importante de la Ciudad Sagrada de Caral (3000 – 1800 a.C.), ubicado en el valle de Supe, provincia de Barranca, región Lima, corren el riesgo de perderse debido a que se ha invadido esta propiedad del Ministerio de Cultura."", ""Indicó también que la atención a eventuales efectos secundarios de las vacunas correrá a cargo del Estado peruano, ya que la certificación de ellas corresponde a la Digemid.""]",
reltype:177,24,"[[""criticar"", 14], [""criticar a"", 3], [""criticar al"", 3], [""criticar hasta"", 2], [""criticar del"", 1], [""criticar en"", 1]]","[""El presidente electo Joe Biden, que asume el cargo el 20 de enero, ha criticado el atribulado reparto de la vacuna, y esta semana confirmó que invocará un decreto de la época de la guerra de Corea (1950-1953) para forzar a la industria privada a aumentar su producción para el gobierno."", ""Butantan fue criticado la semana pasada por revelar los datos de CoronaVac sin el porcentaje global de eficacia, en un momento en que las vacunas se convirtieron en terreno de batalla entre el presidente de Brasil, Jair Bolsonaro, y el gobernador del estado de Sao Paulo, Joao Doria, posibles rivales en las presidenciales de 2022."", ""Críticas a la postura oficial El Colegio Médico había criticado el anuncio del canciller el miércoles afirmando que limitar la vacunación \""afectará a migrantes en condición de mayor vulnerabilidad\"" y atenta contra la salud de toda la población.""]",
reltype:178,24,"[[""devolver al"", 5], [""recurrir al"", 5], [""reafirmar al"", 4], [""regresar al"", 4], [""rebasar al"", 2], [""recalcar al"", 2], [""reinsertar al"", 1], [""relievo al"", 1]]","[""Castillo sostuvo que buscará devolver al país la soberanía política, económica y social."", ""Bolivia devuelve al FMI millonario crédito solicitado por el gobierno transitorio de Áñez\nBolivia devolvió al Fondo Monetario Internacional (FMI) un millonario crédito, contraído en 2020 por el gobierno transitorio de derecha para apoyar la lucha contra el covid-19, y denunció imposiciones del organismo internacional, según señaló este miércoles el Banco Central de Bolivia (BCB)."", ""Bolivia devolvió al Fondo Monetario Internacional (FMI) un millonario crédito, contraído en 2020 por el gobierno transitorio de derecha para apoyar la lucha contra el covid-19, y denunció imposiciones del organismo internacional, según señaló este miércoles el Banco Central de Bolivia (BCB).""]",
reltype:179,23,"[[""vigilar"", 17], [""vigila"", 2], [""vigilar a"", 2], [""vigilar con"", 1], [""vigilar de"", 1]]","[""El personal de la Dirección Desconcentrada de Cultura de Cusco (DDCC), que vigila y participa de las labores de preservación del santuario, fue el que captó a los mamíferos y no dejó de contemplarlos."", ""La médica intensivista contó en RPP que Valverde se encuentra estable y, como muchos colegas que fueron afectados por la enfermedad, verifica todos los días sus propias funciones y vigila la salud de su familia que también está contagiada."", ""Este importante servicio vigilará la evolución del estado de salud de cada menor de edad identificado con altos niveles de arsénico en su organismo, garantizando la presencia del médico y realizando los análisis que corresponden para determinar el funcionamiento de los principales órganos.""]",
reltype:180,22,"[[""acelerar"", 9], [""acelerar con"", 4], [""acelerar para"", 4], [""acelerar en"", 2], [""se acelerar con"", 2], [""acelerar por"", 1]]","[""Ejecutivo acelerará promulgación de reglamento de ley del oxígeno medicinal\nLa presidenta del Consejo de Ministros, Violeta Bermúdez, señaló hoy que el Poder Ejecutivo promulgará en el tiempo más breve posible el reglamento de la ley que establece normas para el acceso y uso de oxígeno medicinal."", ""[Lea también: Ejecutivo acelerará promulgación de reglamento de ley del oxígeno medicinal ] Respecto al tema del oxígeno recordó que hace dos días se creó el Registro de Productores y Comercializadores de Oxígeno Industrial, a fin de tener información actualizada de empresas que puedan colaborar en la producción del insumo medicinal."", ""Energía: más de 280,000 usuarios atendidos y orientados en el 2020\nEn el marco del Día Mundial del Consumidor, que se celebra mañana, el Organismo Supervisor de la Inversión en Energía y Minería (Osinergmin) informó que aceleró su proceso de transformación digital el 2020 por la emergencia sanitaria y atendió consultas sobre el servicio eléctrico y los combustibles de más de 280,000 usuarios a nivel nacional.""]",
reltype:181,22,"[[""capacitir a"", 22]]","[""Apurímac capacita a personal de salud para el uso de pruebas de antígenos covid-19\nCon el fin de identificar de manera rápida y oportuna a personas con el covid-19 en Apurímac, hoy se inició el proceso de capacitación de profesionales de la salud en la aplicación de las pruebas de antígenos, las cuales comenzarán a utilizarse en breve en todos los establecimientos sanitarios de la región."", ""Sunafil capacita a pobladores indígenas de Amazonas sobre derechos laborales\nEspecialistas de la Intendencia Regional de Amazonas de la Superintendencia Nacional de Fiscalización Laboral – (Sunafil) brindaron una orientación masiva sobre derechos laborales a los miembros de la comunidad indígena Kusu Chapi, situada en el distrito de Imaza, provincia de Bagua, región Amazonas."", ""Ministerio de Trabajo capacita a más de 4 mil bodegueros en seguridad y salud\nEl Ministerio de Trabajo y Promoción del Empleo (MTPE) capacita a más de cuatro mil bodegueros en materia de seguridad y salud en el trabajo, con el objetivo de reforzar la cultura de prevención de riesgos laborales.""]",
reltype:182,22,"[[""centralizar"", 11], [""centralizar en"", 6], [""centrar en"", 3], [""corear"", 1], [""se centralizar en"", 1]]","[""El sitio web recomendado centraliza recursos dirigidos a gobiernos sobre la preparación para la eventual introducción y el despliegue de las vacunas contra el covid-19 , así como información para que el público en general pueda obtener respuestas a preguntas relacionadas con las vacunas candidatas contra el nuevo coronavirus."", ""El sitio web recomendado centraliza recursos dirigidos a gobiernos sobre la preparación para la eventual introducción y el despliegue de las vacunas contra el covid-19, así como información para que el público en general pueda obtener respuestas a preguntas relacionadas con las vacunas candidatas contra el nuevo coronavirus."", ""\""Lo que es muy importante es centralizar una coordinación entre EsSalud, Ministerio de Salud, los hospitales de las Fuerzas Armadas y policiales, y la comunidad científica para tomar decisiones rápidas en lo que debamos\"", manifestó en RPP.""]",
reltype:183,22,"[[""competir en"", 9], [""competir a"", 6], [""competir desde"", 3], [""competir por"", 2], [""competir"", 1], [""competir contra"", 1]]","[""El 9 crema competirá el puesto pulso a pulso con el peruano Álex Valera."", ""En tanto, a la Dirección Nacional de Fiscalización y Procesos Electorales (DNFPE) le compete realizar las acciones pertinentes para fiscalizar las encuestas, sondeos de opinión y proyecciones sobre intención de voto que se difundan o publiquen en los medios de comunicación."", ""La candidata presidencial de Juntos por el Perú, Verónika Mendoza, señaló que, de llegar al gobierno, aplicará una política de franja de precios y aranceles para poner un freno a la importación masiva de productos que compiten deslealmente contra la producción nacional, como la papa nativa.""]",
reltype:184,22,"[[""detener durante"", 6], [""interrumpir"", 4], [""interferir en"", 3], [""interferir por"", 3], [""se interrumpir de"", 2], [""interferir segun"", 1], [""interrumpir durante"", 1], [""interrumpir en"", 1]]","[""Durante la intervención, la Policía Nacional del Perú detuvo a los conductores de la cisterna y de un vehículo tipo taxi, el encargado de coordinar el estacionamiento."", ""El presidente de EE.UU., Joe Biden, calificó este miércoles de \""asesino\"" a su homólogo ruso, Vladímir Putin, y aseguró que \""pagará un precio\"" por haber intentado interferir en las elecciones presidenciales de noviembre de 2020, unas alegaciones que Moscú niega."", ""Biden llama asesino a Putin y lo amenaza por interferir en las elecciones\nEl presidente de EE.UU., Joe Biden, calificó este miércoles de \""asesino\"" a su homólogo ruso, Vladímir Putin, y aseguró que \""pagará un precio\"" por haber intentado interferir en las elecciones presidenciales de noviembre de 2020, unas alegaciones que Moscú niega.""]",
reltype:185,22,"[[""distinguir por"", 8], [""distinguir con"", 6], [""distinguir a"", 5], [""comparar el con"", 1], [""distinguir el entre"", 1], [""se contrastar con"", 1]]","[""Para tener una idea del tamaño del material particulado de 2.5 micras, que es el referido a la combustión de los vehículos, podemos compararlo con el grosor de un cabello humano que es de unas 70 micras de diámetro, así de ínfima es la partícula que queda suspendida en el aire que respiramos en las ciudades."", ""Con calidez humana enfermeras de EsSalud inmunizan a población adulta mayor asegurada\nLa emergencia sanitaria contribuye a que se visibilicen mucho más las habilidades blandas que distinguen a los profesionales del Seguro Social, como es el caso de las licenciadas Daiwa, Medalith y Mónica, enfermeras del Hospital Nacional Edgardo Rebagliati, que además de sus labores en medicina interna, neonatología y cardiología, desarrollan con empatía y trato humano, el proceso de inmunizaciones contra el covid-19 a los asegurados adultos mayores."", ""La emergencia sanitaria contribuye a que se visibilicen mucho más las habilidades blandas que distinguen a los profesionales del Seguro Social, como es el caso de las licenciadas Daiwa, Medalith y Mónica, enfermeras del Hospital Nacional Edgardo Rebagliati, que además de sus labores en medicina interna, neonatología y cardiología, desarrollan con empatía y trato humano, el proceso de inmunizaciones contra el covid-19 a los asegurados adultos mayores.""]",
reltype:186,22,"[[""optimizar para"", 15], [""optimizar"", 5], [""optimizar con"", 1], [""optimizar en"", 1]]","[""Mediante el Decreto Supremo 003-2021-EM, publicado en el Diario Oficial El Peruano , se busca optimizar el uso de la capacidad del ducto de transporte de gas natural, para que sus excedentes que no son utilizados por las generadoras puedan ser transferidos al mercado secundario y posibilitar que otros usuarios tengan acceso a dicha capacidad."", ""Oficializan ley que amplía apoyo y optimiza la labor de los comedores populares\nEl Congreso de la República publicó la Ley N° 31126, que modificó la Ley Orgánica de Municipalidades, y del Ministerio de Desarrollo e Inclusión Social, para ampliar el apoyo o atención alimentaria temporal ante desastres naturales o emergencia sanitaria y optimizar la labor de los comedores populares."", ""MIMP: Nuevo Protocolo de Atención del Centro Emergencia Mujer optimizará los servicios\nEl Ministerio de la Mujer y Poblaciones Vulnerables – MIMP aprobó el nuevo Protocolo de Atención del Centro Emergencia Mujer (CEM), con el objetivo de optimizar la actuación del personal de los CEM en el abordaje de los casos de violencia contra las mujeres, los integrantes del grupo familiar y violencia sexual.""]",
reltype:187,21,"[[""ositrar en"", 10], [""ostentar"", 7], [""aglutinar"", 3], [""generamos de"", 1]]","[""Lionel Messi aglutina los grandes récords del Barcelona y de LaLiga\nEl delantero argentino Leo Messi aglutina los principales récords de la historia del Barcelona, tras haber igualado el registro de Xavi Hernández como futbolista con más partidos oficiales disputados (767) con el cuadro catalán."", ""El delantero argentino Leo Messi aglutina los principales récords de la historia del Barcelona, tras haber igualado el registro de Xavi Hernández como futbolista con más partidos oficiales disputados (767) con el cuadro catalán."", ""“De acuerdo con los síntomas que mencione el paciente, generamos la consulta para que acuda al establecimiento de salud más cercano a su vivienda y sea evaluado de manera presencial por el personal de salud.""]",
reltype:188,21,"[[""soportar a"", 7], [""sotener"", 6], [""soportar"", 4], [""sofocar"", 3], [""sospechar"", 1]]","[""Después de más de una hora de lucha, fue sofocado esta mañana un incendio que se registró en una vivienda contigua a una casa de reposo para personas de la tercera edad, en Arequipa."", ""La Sierra soportará otro periodo de lluvia, nieve, granizo y aguanieve La alerta del Senamhi incluye a las provincias de los siguientes departamentos, Amazonas : Bagua, Bongará, Condorcanqui, Rodríguez de Mendoza y Utcubamba; Loreto : Alto Amazonas, Datem del Marañón, Loreto, Maynas, Putumayo, Requena y Ucayali; y San Martín : Bellavista, El Dorado, Huallaga, Lamas, Mariscal Cáceres, Moyobamba, Picota, Rioja y San Martín."", ""Sierra centro soportará otro periodo de lluvia moderada, nieve y granizo Impacto de las condiciones meteorológicas Dentro del impacto de las condiciones meteorológicas en las actividades, citó a la agricultura, que recientemente fue afectada drásticamente por la ocurrencia de nevadas en las zonas altoandinas, pues daña la floración de los cultivos en crecimiento, generando pérdidas cuantiosas.""]",
reltype:189,20,"[[""digitalizar"", 15], [""digitalizar al"", 2], [""digitalizar desde"", 1], [""digitalizar en"", 1], [""digitalizar para"", 1]]","[""Registro Nacional Criminalístico También es digitalizado el Registro Nacional Criminalístico de la Policía Nacional del Perú, que contiene las bases de datos de las diversas especialidades y permite el acceso, obtención y procesamiento de la información necesaria, con la finalidad de efectivizar la identificación policial y la función criminalística en la lucha contra la criminalidad."", ""Elecciones 2021: Santos plantea “digitalizar el Estado” para que los ciudadanos fiscalicen\nEl candidato presidencial del partido Perú Patria Segura, Rafael Santos, ofreció “digitalizar el Estado”, implementando una aplicación que permitirá a la ciudadanía participar y opinar en la toma de decisiones gubernamentales y fiscalizar a sus autoridades."", ""Elecciones 2021: Rafael Santos plantea digitalizar al Estado\nEl candidato presidencial de Perú Patria Segura, Rafael Santos, propuso digitalizar al Estado, para que las denuncias de corrupción sean más fluidas y así generar confianza ciudadana.""]",
